model,precision,words,story
TinyStories-Instruct-8M,int8,186,"Once upon a time there was a brave little girl named Mia. She was only three years old and loved to explore the world. One day, Mia was playing in her garden when she saw a lantern. She was so excited and wanted to keep it.

Mia asked her mom if she could have the lantern. Her mom said yes and gave her the lantern. Mia was so happy and she ran to show her friends.

Mia's friends were also playing in the garden. They were playing tag and having lots of fun. Mia was so excited that she wanted to share her lantern with them. She held the lantern up high so everyone could see.

Mia's friends were scared of the lantern and they ran away. Mia was so sad and she started to cry.

Mia's mom came over and said, ""Mia, it's ok to be scared. You can share your lantern with your friends. That's how you can be brave and share it with everyone.""

Mia smiled and hugged her mom. She was so happy that she could share her lantern with her friends."
TinyStories-Instruct-8M,int4,159,"Once upon a time, there was a brave little girl named Mia. She was only three years old and she was very scared of the dark.

One day, Mia's brother, Jack, wanted to share his lantern with her. But Mia was scared and she didn't want to share it with him.

Jack said, ""Mia, why don't you share your lantern with me? It's so nice to share with others.""

Mia thought about it and finally said, ""Yes, I want to share my lantern with you. I'm not scared anymore.""

Jack smiled and said, ""That's great, Mia. Sharing is caring. When we share, we make friends and it's nice to be brave. That's why we should share it with each other.""

Mia nodded and smiled. She was happy that Jack had shared his lantern with her.

The moral of the story is that we should always share our things with others. We should always be brave and share with others."
TinyStories-Instruct-28M,fp32,171,"Once upon a time, there was a brave little girl named Mia. She was afraid of the dark and always stayed tucked away in her bed. One night, Mia was feeling very scared and she wished she had a lantern to help her feel safe.

Suddenly, her brother came into her room and said, ""Hey Mia, I have a lantern. Would you like to share it with me?"" Mia was so happy and she said, ""Yes, please!""

Her brother gave her the lantern and Mia held it up high. She held the lantern up high so everyone could see. Mia felt so brave and happy that she had a lantern to share with her brother.

The next day, Mia saw a young child who was also scared of the dark. She remembered how brave she was and decided to share her lantern with the young child. The young child was so happy and thanked Mia for sharing.

Mia learned that sharing can make you feel brave and help you feel safe."
TinyStories-Instruct-28M,bf16,172,"Once upon a time, there was a brave little girl named Mia. She was afraid of the dark and always stayed tucked away in her bed. One night, Mia was feeling very scared and she wished she had a lantern to help her feel safe.

Suddenly, her brother came into her room and said, ""Hey Mia, I have a lantern. Would you like to share it with me?"" Mia was so happy and she said, ""Yes, please!""

Her brother gave her the lantern and Mia held it up high. She held the lantern up high so everyone could see. Mia felt so brave and happy that she had a lantern to share with her brother.

The next day, Mia saw a young child who was also scared of the dark. She remembered how brave she was and decided to share her lantern with the young child. The young child was so happy and thanked Mia for sharing it.

Mia learned that sharing can make you feel brave and help you feel safe."
TinyStories-Instruct-28M,int8,164,"Once upon a time, there was a brave little girl named Mia. She was afraid of the dark and always wanted to stay up late. One night, Mia was walking in the woods and saw a lantern. She was so excited and wanted to take it home. She held the lantern up high so everyone could see.

Suddenly, Mia heard a noise. She was scared and wanted to run away. But then she saw a little boy standing there. He was holding a lantern too. He said, ""Hi Mia, I'm Jack. Would you like to share my lantern with me?""

Mia was so happy and said, ""Yes, please!"" Jack and Mia shared the lantern and it lit up the woods. Mia was so proud of herself for being brave and sharing the lantern with Jack.

The moral of the story is that it is important to share and be brave. Even if you are scared, you can still be brave and share with others."
TinyStories-Instruct-28M,int4,192,"Once upon a time, there was a brave little girl named Mia. She was afraid of the dark and wanted to find a way to make it dark. One night, Mia was walking in the woods and she saw a lantern. She was so excited and wanted to take it home. She asked her mom if she could have it, but her mom said no.

Mia was so sad and she started to cry. Then, she heard a voice. It was her little brother, who said, ""Mia, I can share my lantern with you. I can help you with your problem.""

Mia was so happy and thanked her brother. She held the lantern up high so everyone could see. She was so proud of herself for being brave and helping her brother.

The next day, Mia saw a little girl who was also scared of the dark. She asked her brother if she could share her lantern with her. Her brother said yes and Mia was so happy.

Mia learned a valuable lesson that day. She learned that sharing is important and that it is better to share than to be selfish."
TinyStories-Instruct-33M,fp32,123,"Once upon a time, there was a little girl named Mia. She was very brave and loved to explore the world. One day, Mia was walking in the woods when she saw a lantern. She was so excited and wanted to take it home. But when she tried to pick it up, she was scared.

Suddenly, Mia heard a voice. It was her brother. He said, ""Don't be scared, Mia. I will share my lantern with you."" Mia was so happy and thanked her brother.

Mia and her brother went home together. They shared the lantern and it made them both feel brave.

Mia learned an important lesson that day. She learned that when you share, you can make others feel brave too."
TinyStories-Instruct-33M,bf16,123,"Once upon a time, there was a little girl named Mia. She was very brave and loved to explore the world. One day, Mia was walking in the woods when she saw a lantern. She was so excited and wanted to take it home. But when she tried to pick it up, she was scared.

Suddenly, Mia heard a voice. It was her brother. He said, ""Don't be scared, Mia. I will share my lantern with you."" Mia was so happy and thanked her brother.

Mia and her brother went home together. They shared the lantern and it made them both feel brave.

Mia learned an important lesson that day. She learned that when you share, you can make others feel brave too."
TinyStories-Instruct-33M,int8,146,"Once upon a time, there was a little girl named Mia. She was very brave and loved to explore the world. One day, Mia was walking in the woods when she saw a lantern. She was so excited and wanted to take it home with her.

But when she tried to pick it up, she was scared. She was afraid of the dark and the shadows that it made. She was about to turn away when she heard a voice.

""Don't be scared,"" said the voice. ""I will help you.""

Mia looked around and saw a small child standing nearby. He was holding the lantern up high so everyone could see.

""Thank you,"" said the child. ""I was scared too.""

Mia smiled. She was happy that she could share the lantern with the child.

Moral: Sharing is caring. When we share, we can make others happy."
TinyStories-Instruct-33M,int4,158,"Once upon a time, there was a little girl named Mia. She was only three years old and was very brave. One night, Mia was scared of the dark. She was afraid of the shadows and the noises.

Suddenly, Mia heard a voice. It was her brother, who had a lantern in his hand. He said, ""Don't be scared, Mia. I will share my lantern with you.""

Mia was so happy. She held the lantern up high so everyone could see. She felt brave and safe.

But then, Mia heard a noise. It was a little boy who was crying. He was scared too.

Mia's brother said, ""Don't be scared. I will share my lantern with you.""

Mia smiled and said, ""Thank you. You are so brave.""

The little boy smiled and said, ""You're brave too.""

Mia and the little boy both felt brave and happy. They both knew that sharing is the best way to be brave."
